id,title,year,director
"BE17","Darling Lili","1970","B.Edwards"
"JLG9","Contempt","1963","Godard"
"BE16","The Party","1968","B.Edwards"
"AlA50","Jessi's Girls","1983","Adamson"
"BE15","Gunn","1967","B.Edwards"
"JBC20","Island of the Blue Dolphins","1964","J.B.Clark"
"BE14","What Did you Do in the War Daddy","1966","B.Edwards"
"MSe10","Dough and Dynamite","1914","Mack~Sennett"
"BE13","The Great Race","1965","B.Edwards"
"BE12","A Shot in the Dark","1964","B.Edwards"
"BE11","The Pink Panther","1963","B.Edwards"
"JBC24","My Side of the Mountain","1968","J.B.Clark"
"BE10","Days of Wine and Roses","1962","B.Edwards"
"ReC4","Two Cents worth of Hope","1952","R.Castellani"
"ReC5","Romeo and Juliet","1953","R.Castellani"
"AS19","Stitches","1985","Alan~Smithee"
"ReC1","Un Colpa di Pistola","1941","R.Castellani"
"AS18","Dune","1984","Alan~Smithee"
"JKp35","Brokedown Palace","1999","J.Kaplan"
"JnT10","All Night Long","1981","Tramont"
"LRF10","Manhandled","1949","L.R.Foster"
"AS14","Fade In","1968","Alan~Smithee"
"AS10","The Indiscreet Mrs. Jarvis","1955","Alan~Smithee"
"BnR10","The Young Poisoner's Handbook","1996","B.Ross"
"TYg8","Safari","1956","T.Young"
"RSa5","Vanishing Point","1971","Sarafian"
"WDM10","Nice People","1922","W.DeMille"
"BE29","The Man Who Loved Women","1983","B.Edwards"
"BE28","Curse of the Pink Panther","1983","B.Edwards"
"TYg2","One Night With You","1948","T.Young"
"BE27","Trail of the Pink Panther","1982","B.Edwards"
"BE26","Victor/Victoria","1982","B.Edwards"
"JKp32","Unlawful Entry","1992","J.Kaplan"
"BE25","S.O.B.","1981","B.Edwards"
"JKp33","Love Field","1992","J.Kaplan"
"Z8720","Project X","1987","UnYear87"
"BE24","10","1979","B.Edwards"
"JBC55","Flipper","1996","J.B.Clark"
"JKp30","The Accused","1989","J.Kaplan"
"BE23","Revenge of the Pink Panther","1976","B.Edwards"
"BE22","The Pink Panther Strikes Again","1974","B.Edwards"
"BE21","The Return of the Pink Panther","1974","B.Edwards"
"BE20","Tamarind Seed","1974","B.Edwards"
"ChJ74","Lady Hamilton","1967","ChristianJaque"
"ASk10","Music, Poverty, and Pride","1955","Sakellarios"
"NML31","Casanova's Big Night","1954","McLeod"
"MTh10","Pourvu que \cca dure","1995","Thibaut"
"AS29","Brother Future","1992","Alan~Smithee"
"AS26","The Shrimp on the Barbie","1990","Alan~Smithee"
"JcC10","L.A. Johns","1997","Chopra"
"AS24","I Love New York","1988","Alan~Smithee"
"IHm10","Gideon's Trumpet","1980","Houseman"
"LRF20","Tropic Zone","1953","L.R.Foster"
"AS25","Starfire","1990","Alan~Smithee"
"AS22","Morgan Stewart's Coming Home","0","Alan~Smithee"
"AS23","Ghost Fever","1987","Alan~Smithee"
"AS20","Appointment with Fear","1985","Alan~Smithee"
"ReB8","The Italian","1914","R.Barker"
"AS21","Let's Get Harry","1986","Alan~Smithee"
"RMD10","The Subterraneans","1960","MacDougall"
"LRF15","Hong Kong","1951","L.R.Foster"
"RWc10","The Man in the Iron Mask","1998","Ra.Wallace"
"BE39","Son of the Pink Panther","1993","B.Edwards"
"BE38","Switch","1991","B.Edwards"
"BE37","Peter Gunn","1971","B.Edwards"
"BE36","Skin Deep","1989","B.Edwards"
"BE35","Justin Case","1988","B.Edwards"
"GeK10","The Chinese Bungalow","1939","G.King"
"BE34","Sunset","1988","B.Edwards"
"JKp20","Death Ride to Osaka","1983","J.Kaplan"
"JnC10","Autumn in New York","2000","J.Chen"
"BE33","Blind Date","1987","B.Edwards"
"BE32","That's Life!","1986","B.Edwards"
"BE31","A Fine Mess","1986","B.Edwards"
"BE30","Mickey and Maude","1984","B.Edwards"
"GSc8","Barefoot in Athens","1966","Schaefer"
"RBa7","American Pop","1981","Bakshi"
"RBa8","Hey Good Lookin'","1982","Bakshi"
"RSh15","White Men Can't Jump","1992","Shelton"
"RBa5","Wizards","1977","Bakshi"
"RBa6","Lord of The Ring","1978","Bakshi"
"ChJ65","The Saint Versus ...","1966","ChristianJaque"
"RBa3","The Nine Lives of Fritz the Cat","1975","Bakshi"
"RSh18","Cobb","1994","Shelton"
"RBa4","Coonskin","1975","Bakshi"
"RBa1","Fritz the Cat","1971","Bakshi"
"MiC15","Coma","1978","M.Crichton"
"GeK25","Candlelight in Algeria","1942","G.King"
"RBa2","Heavy Traffic","1973","Bakshi"
"MtC10","No Escape","1994","M.Campbell"
"MiC11","The First Great Train Robbery","1978","M.Crichton"
"RSh10","Blaze","1989","Shelton"
"MRs40","Daddy's Gone A-Hunting","1987","Robson"
"MRs41","Happy Birthday, Wanda June","1971","Robson"
"AS32","Raging Angels","0","Alan~Smithee"
"MtC12","GoldenEye ","1995","M.Campbell"
"MCs2","The Pilgrim's Progress","1912","Caserini"
"AS30","Boy Meets Girl","1994","Alan~Smithee"
"MCs3","Macbeth","1913","Caserini"
"W100","The High and the Mighty","1954","Wellman"
"W101","The Track of the Cat","1954","Wellman"
"LB27","Simon of the Desert","1965","Bunuel"
"LgC20","Infancia, vocazione e prime esperienze do Giacomo Casanova Veneziano","1975","Comencini"
"LB26","Le Journal d'une Femme de Chambre","1964","Bunuel"
"LB25","El Angel Exterminador","1962","Bunuel"
"LB24","Viridiana","1961","Bunuel"
"GeK20","Tomorrow We Live","1942","G.King"
"ChJ70","Two Tickets to Mexico","1967","ChristianJaque"
"LB28","Belle du Jour","1966","Bunuel"
"ChJ50","Madame Sans G\^ene","1961","ChristianJaque"
"MRb15","The Dragonslayer","1981","Robbins"
"ToL10","Billy Jack","1971","Laughlin"
"ChJ55","The Black Tulip","1963","ChristianJaque"
"MRs32","Inn of the Sixth Happiness","1958","Robson"
"JnN9","The Mind's Eye","1990","Nickman"
"ME40","Nelson","1919","Elvey"
"MRs39","Valley of the Dolls","1967","Robson"
"AlA10","Dracula vs. Frankenstein","1969","Adamson"
"LB12","Wuthering Heights","1952","Bunuel"
"MRs36","The Prize","1963","Robson"
"MRs37","Von Ryan's Express","1965","Robson"
"JJm13","Ghost Dog, the Way of the Samurai","1999","Jarmusch"
"LB14","El","1953","Bunuel"
"GSc2","Doll's House","1959","Schaefer"
"LB13","The Adventures of Robinson Crusoe","1952","Bunuel"
"LgC30","La Boheme","1988","Comencini"
"GSc1","Macbeth","1954","Schaefer"
"GSc4","Tempest","1963","Schaefer"
"LB19","Nazarin","1961","Bunuel"
"GeK30","The Shop at Sly Corner","1946","G.King"
"GSc3","Victoria Regina","1961","Schaefer"
"S1","The Salvation Hunters","1925","Sternberg"
"LB18","Los Ambiciosas","1959","Bunuel"
"GSc6","Holy Terror","1965","Schaefer"
"ChJ60","Secret Agents","1966","ChristianJaque"
"GSc5","Invincible Mr. Disraeli","1963","Schaefer"
"S3","Underworld","1927","Sternberg"
"ATn11","Ever After","1998","Tennant"
"ChJ40","Tous les Gars du Monde","1955","ChristianJaque"
"ATn10","Fools Rush In","1997","Tennant"
"S5","Last Command","1928","Sternberg"
"S6","Docks of New York","1928","Sternberg"
"GoH10","Final Arrangements","1961","Hessler"
"S9","Der Blaue Engel","1930","Sternberg"
"ChJ45","Babette goes to War","1959","ChristianJaque"
"ATn12","Anna and the King","1999","Tennant"
"MRs21","Peyton Place","1958","Robson"
"BTv9","A Week's Vacation","1982","Tavernier"
"BTv8","Coup de Torchon","1982","Tavernier"
"BTv7","Death Watch","1980","Tavernier"
"CGl90","Faust and the Devil","1949","Gallone"
"BTv5","Les Enfants G\^at\'es","1977","Tavernier"
"BTv3","The Judge and the Assasin","1976","Tavernier"
"Z0001","Hamlet","1900","Unknown0"
"BTv2","Que La Fete Commence","1975","Tavernier"
"BMc10","Dog Park","1999","McCullough"
"MiT15","The Misadventures of Mr.~Wilt","1990","Tuchner"
"BTv1","The Watchmaker of Saint Paul","1974","Tavernier"
"Z0004","Julius Cesar","1907","Unknown0"
"Z0005","Othello","1907","Unknown0"
"MRs25","The Bridges at Toko-Ri","1954","Robson"
"Z0002","Romea and Juliet","1900","Unknown0"
"MaN110","Sweethearts on Parade","1930","Neilan"
"MRs26","Phffft","1954","Robson"
"Z0003","King Lear","1905","Unknown0"
"CGl85","La Traviata","1947","Gallone"
"NIs10","Bachelor Party","1984","Israel"
"MSC10","The Show-Off","1926","StClair"
"MRb10","Corvette Summer","1979","Robbins"
"ChJ30","Fanfan la Tulipe","1951","ChristianJaque"
"JLM2","Dragonwyk","1946","J.L.Mankiewicz"
"ChJ35","Nana","1954","ChristianJaque"
"AxD10","Until the Ship Sails","1966","Damianos"
"ChJ36","Madame DuBarry","1954","ChristianJaque"
"JLM5","Escape","1948","J.L.Mankiewicz"
"JLM6","A Letter to Three Wives","1949","J.L.Mankiewicz"
"Z0006","Macbeth","1908","Unknown0"
"JLM3","The Ghost and Mrs. Muir","1947","J.L.Mankiewicz"
"Z0007","Richard III","1908","Unknown0"
"JLM9","All About Eve","1950","J.L.Mankiewicz"
"GAd10","The Secret Life of an American Wife","1968","G.Axelrod"
"JLM8","House of Strangers","1949","J.L.Mankiewicz"
"RSh20","Tin Cup","1996","Shelton"
"LB30","La Voie Lact\'ee","1968","Bunuel"
"WS40","Die Dreigroschenoper","1963","W.Staudte"
"WS41","Wartezimmer zum Jenseits","1964","W.Staudte"
"WS42","Jeder stirbt f\"ur sich Allein","1973","W.Staudte"
"WS43","Der G\"artner von Toulouse","1982","W.Staudte"
"LB34","Le Fantome de la Liberte","1974","Bunuel"
"MRs13","Isle of the Dead","1949","Robson"
"LB33","The Discreet Charm of the Bourgeousie","1972","Bunuel"
"WS45","Catherine of Russia","0","W.Staudte"
"TMk10","The Price of Love","1984","Marketaki"
"ME60","The Elusive Pimpernel","1912","Elvey"
"CGl95","La Forza del Destino","1951","Gallone"
"LB32","Tristana","1970","Bunuel"
"LgC10","Bread, Love, and Dreams","1953","Comencini"
"EtS10","La Famiglia","1986","Scola"
"TCn10","Combination Platter","1993","T.Chan"
"FTr10","La Belle Epoque","1994","Trueba"
"ChJ20","Boule de Suif","1945","ChristianJaque"
"FTr14","Two Much","1996","Trueba"
"RBe5","Still of the Night","1982","Benton"
"RBe6","Places in the Heart","1983","Benton"
"FTr12","Desperado","1995","Trueba"
"ChJ25","Bluebeard","1951","ChristianJaque"
"LeS110","Fort Algiers","1953","Selander"
"PMa8","The Tempest","1982","Mazursky"
"ELM31","Race Street","1948","E.Marin"
"PMa5","Chandler","1971","Magwood"
"ELM33","Canadian Pacific","1949","E.Marin"
"ELM35","Colt 45","1950","E.Marin"
"ShM5","The Submersion of Japan","1973","Moritani"
"GAS10","Vice Squad","1982","G.A.Sherman"
"FkS10","Flash Gordon","1936","Stephani"
"ChJ10","Symphonie Fantastique","1942","ChristianJaque"
"DHi10","Ator the Fighting Eagle","1983","Hills"
"ChJ12","Carmen","1943","ChristianJaque"
"EdS75","Speak Easily","1932","Sedgwick"
"ChJ15","Un Revenant","1946","ChristianJaque"
"FTa10","Dream With the Fishes","1997","F.Taylor"
"LeS100","Sky Dragon","1949","Selander"
"BeG10","Mahogany","1976","Gordy"
"CGl70","Madame Butterfly","1939","Gallone"
"CGl75","Manon Lescaut","1940","Gallone"
"ELM21","Maisie Was a Lady","1940","E.Marin"
"EdS70","The Passionate Plumber","1932","Sedgwick"
"ELM22","Show Business","1944","E.Marin"
"ELM24","Tall in the Saddle","1944","E.Marin"
"RBe3","Kramer vs. Kramer","1979","Benton"
"ELM26","Johnny Angel","1945","E.Marin"
"RBe1","Bad Company","1972","Benton"
"RBe2","The Late Show","1977","Benton"
"ELM29","Lady Luck","1946","E.Marin"
"GoH51","Scream and Scream Again","1964","Hessler"
"GoH52","Cry of the Banshee","1970","Hessler"
"HeE10","Scrooge","1935","H.Edwards"
"GoH53","Murders in the Rue Morgue","1971","Hessler"
"GoH54","The Golden Voyage of Sinbad","1974","Hessler"
"JSg22","Coast-to-Coast","1980","Sargent"
"RHy10","The Wicker Man","1978","R.Hardy"
"JSg20","Goldengirl","1979","Sargent"
"GoH50","The Oblong Box","1969","Hessler"
"EdS65","Parlor, Bedroom, and Bath","1931","Sedgwick"
"MCy2","Stella","1955","Cacoyannis"
"RSi2","Menschen am Sonntag","1929","R.Siodmak"
"MCy8","Zorba the Greek","1965","Cacoyannis"
"GSj1","The Little Man Who Was There","1960","G.Stevens~jr."
"CGl42","Fabiola","1923","Gallone"
"MCy3","The Girl in Black","1955","Cacoyannis"
"EdS60","Free and Easy","1930","Sedgwick"
"GSj2","Coming, Mama","1961","G.Stevens~jr."
"MCy5","Electra","1962","Cacoyannis"
"CGl46","Quo Vadis","1925","Gallone"
"CGl44","Mesalina","1924","Gallone"
"ELM15","A Christmas Carol","1938","E.Marin"
"LNm14","Dunkirk","1958","Norman"
"ELM17","Maisie","1939","E.Marin"
"CGl48","The Last Days of Pompeii","1926","Gallone"
"ELM19","Gold Rush Maisie","1940","E.Marin"
"LNm10","The Night My Number Came Up","1954","Norman"
"JSg18","MacArthur","1977","Sargent"
"RSfl0","The Man Who Loved Cat Dancing","1973","Sarafian"
"GeK1","Too Many Crooks","1931","G.King"
"JSg12","Hustling","1975","Sargent"
"AcG10","Fedora, or Piu Forte dell'Odio e Amore","1913","Gonsalvi"
"JSg10","Taking of Pelham 1, 2, 3","1974","Sargent"
"MiC25","Runaway","1984","M.Crichton"
"MiC20","Looker","1981","M.Crichton"
"LeN12","Funny About Love","1990","Nimoy"
"RSh5","Bull Durham","1988","Shelton"
"GeK5","Sweeny Todd, the Demon Barber of Fleet Street","1936","G.King"
"FCo20","En Este Pueblo No Hay Ladrones","1964","Cortes"
"LeN10","The Good Mother","1988","Nimoy"
"JKp8","White Line Fever","1975","J.Kaplan"
"MtC15","The Mask of Zorro","1998","M.Campbell"
"EdS50","The Cameraman","1928","Sedgwick"
"CGl55","Pawns of Passion","1928","Gallone"
"GvM7","Swedenhielms","1935","Molander"
"WMG10","Blackwell's Island","1939","McGann"
"MRb43","Earthquake","1974","Robson"
"GJo10","Buddy System","1983","Jordon"
"JLT2","The Yellow Balloon","1952","LeeThompson"
"LoK30","The Way of All Flesh","1940","L.King"
"DIl10","The Whole Wide World","1996","D.Ireland"
"TWh62","Rage at Dawn","1955","Whelan"
"FCo10","El Fantasma de la Opera","1960","Cortes"
"JGd10","De terre et de sang","1992","Goddard"
"ABi20","The Cement Garden","1994","Birkin"
"HyS7","Slow Bob in the Third Dimension","1991","Selick"
"RiF52","Conan the Destroyer","1984","R.Fleischer"
"CGl25","Malombra","1917","Gallone"
"RiF53","Red Sonja","1985","R.Fleischer"
"AMi15","The English Patient","1996","Minghella"
"SSb10","Hit Me","1998","Shainberg"
"JSg35","Crime and Punishment","1998","Sargent"
"SSb12","Erin Brockovich","2000","Shainberg"
"AMi19","The Talented Mr. Ripley","2000","Minghella"
"JGd15","King Lear","1997","Goddard"
"REp18","The Celluloid Closet","1996","R.Epstein"
"GeM2","Mad Max","1987","Geo.Miller"
"LoK20","Bulldog Drummond Comes Back","1937","L.King"
"AMi10","Truly, Madly, Deeply","1991","Minghella"
"RiF47","Amityville","1983","R.Fleischer"
"GeM6","The Road Warrior","1982","Geo.Miller"
"AMi12","Mr.~Wonderful","1993","Minghella"
"RiF48","Tough Enough","1983","R.Fleischer"
"GeM5","The Man from Snowy River","1982","Geo.Miller"
"JRu14","The Good Son","1993","J.Ruben"
"MCg10","Derniere heure, edition speciale","1949","deCanonge"
"xdH10","The Loves of Don Juan","1950","deHeredia"
"ABi10","Burning Secret","1988","Birkin"
"JRu12","Stepfather 3","1992","J.Ruben"
"CGl35","Maman poupee","1920","Gallone"
"RiF41","The Jazz Singer","1980","R.Fleischer"
"FDa10","The Shawshank Redemption","1994","Darabont"
"RiF42","The New Centurions","1980","R.Fleischer"
"WRh10","Song of Scheherazade","1945","Reisch"
"BZi10","Emmanuelle 6","1988","Zincone"
"FDa15","The Green Mile","1999","Darabont"
"ErM10","A Brief History of Time","1992","E.Morris"
"SIC10","No Orchids for Miss Blandish","1948","Clowes"
"JFr22","Jack the Ripper","1976","Franco"
"TWh40","Twin Beds","1942","Whelan"
"TWh41","Seven Days Leave","1942","Whelan"
"SvF10","I Promise to Remember","1983","Fischler"
"TVe10","Denial","1992","Verheul"
"EMa25","Ishtar","1987","E.May"
"TWh45","Higher and Higher","1943","Whelan"
"ICo10","Crocodile Dundee II","1988","Cornell"
"Z3910","Of Mice and Men","1939","UnYear39"
"HoB25","Ladies they Talk About","1933","Bretherton"
"SG10","Ceux de Chez Nous","1915","Guitry"
"GSn6","Solitaire for 2","1995","Sinyor"
"AWw10","The Matrix","1999","Wachowski"
"SG15","La Voyante","1925","Guitry"
"ErM20","Fast, Cheap, and Out of Control","1997","E.Morris"
"IDa10","Kill Me Again","1990","Dahl"
"JFr10","Kiss and Kill","1968","Franco"
"RvP1","It is not the Homosexual who is perverse, but the situation in which he lives","1971","vonPraunheim"
"ErM25","Mr. Death","1999","E.Morris"
"SyS2","Rocky III","1979","Stallone"
"JFr12","The Castle of Fu Manchu","1970","Franco"
"SyS1","Rocky II","1979","Stallone"
"TWh50","Step Lively","1944","Whelan"
"EMa10","A New Leaf","1970","E.May"
"IDa17","The Last Seduction","1994","Dahl"
"RvP9","Armee der Lievenden oder Aufstand der Perversen","1979","vonPraunheim"
"IDa19","Rounders","1998","Dahl"
"IDa14","Red Rock West","1992","Dahl"
"EMa15","Heartbreak Kid","1972","E.May"
"RvP6","Underground and Emigrants","1976","vonPraunheim"
"JFr15","Venus in Furs","1970","Franco"
"CGl10","La donna nuda","1914","Gallone"
"TWh60","Texas Lady","1955","Whelan"
"TWh25","The Divorce of Lady X","1937","Whelan"
"BtB29","Une, deux, trois, soleil","1994","Bt.Blier"
"KHa10","The Emperor's Naked Army Marches On","1987","Hara"
"SJF17","Lady Sings the Blues","1972","Furie"
"RiF18","The Vikings","1957","R.Fleischer"
"SJF19","Hit!","1976","Furie"
"JKw7","Revenge of the Nerds","1984","Kanew"
"BtB25","Too Beautiful for You","1990","Bt.Blier"
"RiF13","Twenty Thousand Leagues Under the Sea","1954","R.Fleischer"
"RiF15","The Girl in the Red Velvet Swing","1955","R.Fleischer"
"MdV14","Sweetheart","1992","? [deVille"
"TWh20","The Murder Man","1935","Whelan"
"TWh24","Farewell Again","1937","Whelan"
"SG35","Quadrille","1938","Guitry"
"KSa10","A Smile Like Yours","1997","Samples"
"JR100","The Vanishing Corporal","1961","J.Renoir"
"SG33","The Pearls of the Crown","1937","Guitry"
"MBd10","One Eyed Jacks","1961","Brando"
"JR105","C'est la Revolution","1967","J.Renoir"
"SG30","Le Roman d'un Tricheur","1936","Guitry"
"EMr10","Sissi - Eine Prinzessin","1952","Marischka"
"IHu1","Sixteen Candles","1984","J.Hughes"
"RiF10","The Narrow Margin","1951","R.Fleischer"
"RiF11","The Happy Time","1952","R.Fleischer"
"SJF11","The Ipcress File","1965","Furie"
"GD10","La Belle Dame Sans Merci","1920","Dulac"
"EMr13","Sissi - Eine Kaiserin","1955","Marischka"
"ACl10","Rita, Sue and Bob Too","1987","A.Clark"
"GD13","La Souriante Madame Beudet","1923","Dulac"
"SG37","Champes-Elyse\'es","1938","Guitry"
"EMr15","Sissi - Schicksalsjahre einer Kaiserin","1957","Marischka"
"GvM12","A Woman's Face","1938","Molander"
"TWh37","The Mad Doctor","1939","Whelan"
"GvM10","Intermezzo","1936","Molander"
"TWh30","St.~Martin's Lane","1938","Whelan"
"GvS2","Drugstore Cowboy","1989","vanSant"
"RtW10","Medea","1982","Whitehead"
"RRe10","A Few Good Men","1992","Regan"
"TWh35","Q Planes","1938","Whelan"
"GvS1","Mala Noche","1988","vanSant"
"SG25","Bonne Chance","1935","Guitry"
"GvS4","Thanksgiving Prayer","1990","vanSant"
"GvS5","My Own Private Idaho","1991","vanSant"
"SG20","Les Deaux Couverts","1932","Guitry"
"HKl17","The Unguarded Moment","1956","Keller"
"MdV10","Nuit d'ete en Ville","1990","? [deVille"
"BPl10","I Married a Strange Person","1998","Plympton"
"GvS8","Even Cowgirls get the Blues","1994","vanSant"
"HoB35","Western Gold","1937","Bretherton"
"BtB32","Mon Homme","1996","Bt.Blier"
"DKa10","What Did You Do in the War, Thanassis?","1971","Katsouridis"
"CkB10","Gumball Rally","1976","Bail"
"EBr10","Ten Benny","1998","Bross"
"GeR1","Craig's Will","1960","G.Reynolds"
"JKw5","Eddie Macon's Run","1983","Kanew"
"LoK50","Dangerous Mission","1954","L.King"
"RiF39","Crossed Swords","1978","R.Fleischer"
"MBu10","Exterminator 2","1984","Buntzman"
"RiF35","Mr.~Majestyk","1974","R.Fleischer"
"RiF36","Mandingo","1975","R.Fleischer"
"SG50","Le Comedien","1949","Guitry"
"BFo14","International Velvet","1978","B.Forbes"
"BFo13","The Slipper and The Rose","1976","B.Forbes"
"BFo12","The Stepford Wives","1974","B.Forbes"
"EG3","Love","1927","E.Goulding"
"HKl23","Step Down to Terror","1959","Keller"
"SG55","Debureau","1951","Guitry"
"RD25","Lethal Weapon II","1989","R.Donner"
"GSi10","Of Mice and Men","1992","Sinisi"
"SG54","La Poison","1951","Guitry"
"EG6","The Trespasser","1929","E.Goulding"
"RD20","Scrooged","1988","R.Donner"
"RiF30","The Last Run","1971","R.Fleischer"
"REp10","The Times of Harvey Milk","1984","R.Epstein"
"BtS10","For Richer or Poorer","1997","Spicer"
"FRJ30","Bulldog Drummond","1929","F.R.Jones"
"RiF33","Soylent Green","1973","R.Fleischer"
"JKz2","Pharaon","1966","Kawalarowicz"
"HKl20","The Female Animal","1958","Keller"
"GvM14","Only One Night","1938","Molander"
"GvM13","Dollar","1938","Molander"
"RiF27","Che!","1969","R.Fleischer"
"GBo5","The Hearse","1980","Bowers"
"RiF28","Tora! Tora! Tora!","1970","R.Fleischer"
"JsS10","Easy Money","1983","Signorelli"
"BtB15","My Best Friend's Girl","1983","Bt.Blier"
"GD19","La Coquille et le Clergyman","1926","Dulac"
"SJF23","Purple Hearts","1984","Furie"
"RiF24","Fantastic Voyage","1966","R.Fleischer"
"BtB13","Menage","1982","Bt.Blier"
"RiF25","Doctor Dolittle","1967","R.Fleischer"
"TAF10","Don't Call Me Frankie","1991","Fucci"
"RiF26","The Boston Strangler","1968","R.Fleischer"
"ABz10","Portrait of a Hitman","1983","Buckhantz"
"BtB19","Going Places","1985","Bt.Blier"
"MDa5","The Legend of Walks Far Woman","1980","Damski"
"RSp8","Terror Train","1980","Spottiswoode"
"JR110","Le Petit Theatre de Jean Renoir","1969","J.Renoir"
"RD15","Lady Luck","1985","R.Donner"
"LuD1","La Promesse","1996","Dardenne"
"SG45","Donne-moi Tes Yeux","1943","Guitry"
"IBl15","China Moon","1994","Bailey"
"SG43","Le Destin Fabuleux de Desiree Clary","1942","Guitry"
"SG40","Ils Etaient Neuf Celibataires","1939","Guitry"
"IBl10","The Search for Signs of Intelligent Life in the Universe","1991","Bailey"
"RD10","NKT","1984","R.Donner"
"RiF20","Compulsion","1957","R.Fleischer"
"SJF20","Gable and Lombard","1976","Furie"
"RiF21","Crack in the Mirror","1960","R.Fleischer"
"SJF21","The Boys in Company C","1977","Furie"
"RiF22","Barrabas","1962","R.Fleischer"
"SJF22","The Entity","1982","Furie"
"HoB50","The Trap","1947","Bretherton"
"HKl30","Tammy tell me True","1961","Keller"
"RD19","Lethal Weapon","1987","R.Donner"
"LuD4","Rosetta","1999","Dardenne"
"SG49","La Diable Boiteux","1948","Guitry"
"RD18","Absolute Beginners","1987","R.Donner"
"IrC54","The Devil with Women","1930","I.Cummings"
"MoT10","Virgin Machine","1988","Treut"
"IrC56","The Cisco Kid","1931","I.Cummings"
"IrC55","The Holy Terror","1931","I.Cummings"
"NOs12","Shinjuku Dorobo Nikki","1966","Oshima"
"MoT12","My Father is Coming","1992","Treut"
"SG71","Assassins et Voleurs","1957","Guitry"
"GSt1","Cohens and Kellys in Trouble","1933","G.Stevens~sr."
"RD41","Conspiracy Theory","1997","R.Donner"
"GSt3","The Nitwits","1935","G.Stevens~sr."
"SG70","Le Vie a Dieux","1957","Guitry"
"GSt2","Alice Adams","1935","G.Stevens~sr."
"GSt5","A Damsel in Distress","1937","G.Stevens~sr."
"PhG10 ","The Birth of Love","1993","Garrel"
"GSt4","Swing Time","1936","G.Stevens~sr."
"MBb15","Excess Baggage","1997","Brambilla"
"GSt7","Vivacious Lady","1938","G.Stevens~sr."
"IrC51","Behind That Curtain","1929","I.Cummings"
"GSt6","Quality Street","1937","G.Stevens~sr."
"GSt9","Vigil in the Night","1940","G.Stevens~sr."
"MBb10","Demolition Man","1993","Brambilla"
"GSt8","Gunga Din","1939","G.Stevens~sr."
"MCC12","The Last Days of Pompeii","1935","M.C.Cooper"
"THk10","None but the Lonely","1992","Hanks"
"RCh10","Masterminds","1997","R.Christian"
"Z9955","The Thirteenth Floor","1999","UnYear99"
"RD43","Lethal Weapon 4","1998","R.Donner"
"THk14","That Thing You Do!","1996","Hanks"
"EMt10","Cauchemares","1977","Matalon"
"Z9950","Cryptic Seduction","1999","UnYear99"
"GeW3","World's Greatest Lover","1977","G.Wilder"
"GeW5","The Woman in Red","1984","G.Wilder"
"ARb1","Batteries Not Included","1987","A.Robbins"
"THk16","From the Earth to the Moon","1998","Hanks"
"MAp14","7+7","1971","Apted"
"SG60","Versailles","1954","Guitry"
"RD30","Radio Flyer","1989","R.Donner"
"GSs2","The Odd Couple","1967","Saks"
"GSs1","Barefoot in the Park","1967","Saks"
"GSs4","Last of the Red Hot Lovers","1972","Saks"
"GSs3","Cactus Flower","1969","Saks"
"KaA9","Project Tinman","1990","Arthur"
"RD37","Maverick","1994","R.Donner"
"SG69","Les Trois Font la Paire","1957","Guitry"
"REn60","Man Alive","1945","Enright"
"SG66","Si Paris m'etait cont\'e","1955","Guitry"
"RD35","Lethal Weapon III","1992","R.Donner"
"SG65","Napoleon","1955","Guitry"
"Z9965","Music from the Heart","1999","UnYear99"
"DLD10","Hot Stuff","1979","DeLuise"
"Z8630","Say Yes","1986","UnYear86"
"Z9960","At the Mercy of a Stranger","1999","UnYear99"
"IrC76","The Story of Alexander Graham Bell","1938","I.Cummings"
"MNe20","Enchanted April","1992","Newell"
"MeF10","Green Mansions","1959","M.Ferrer"
"JiC20","Madhouse","1974","J.Clark"
"IrC77","Hollywood Cavalcade","1939","I.Cummings"
"PMo3","Mary Martin Does It","1963","Morrissey"
"MNe24","Siesta","1994","Newell"
"IrC79","Lillian Russell","1940","I.Cummings"
"MNe25","Four Weddings and a Funeral","1994","Newell"
"PMo5","Civilization and its Discontents","1964","Morrissey"
"MNe22","Into the West","1993","Newell"
"MNe29","Donnie Brasco","1997","Newell"
"EK1","A Tree Grows in Brooklyn","1945","E.Kazan"
"MNe26","A Fine Romance","1995","Newell"
"RBt1","Desert Victory","1944","R.Boulting"
"EK3","Boomerang","1947","E.Kazan"
"EK2","America, America","1946","E.Kazan"
"IrC74","Little Miss Broadway","1936","I.Cummings"
"EK5","Panic in the Streets","1950","E.Kazan"
"IrC73","Poor Little Rich Girl","1936","I.Cummings"
"EK4","Gentleman's Agreement","1947","E.Kazan"
"EK7","Viva Zapata","1952","E.Kazan"
"MeW30","Lady Frankenstein","1972","M.Welles"
"EK6","A Streetcar Named Desire","1951","E.Kazan"
"EK9","On the Waterfront","1954","E.Kazan"
"MMs10","Diary for My Loves","1988","Meszaros"
"RBt6","The Guinea Pig","1948","R.Boulting"
"VM1","Cabin in the Sky","1943","Minnelli"
"Z7310","Behind the Green Door","1973","UnYear73"
"VM4","Meet Me in St.Louis","1944","Minnelli"
"Z9970","Girl Interrupted","1999","UnYear99"
"VM3","Ziegfeld Follies","1944","Minnelli"
"VM5","The Clock","1944","Minnelli"
"VM8","Madame Bovary","1949","Minnelli"
