genreId,movieId
"32","AMy20",
"26","HCa10",
"33","HCa10",
"25","GAr50",
"34","DMD40",
"32","GAr59",
"27","GAr59",
"27","RdM8",
"30","GAr58",
"27","SaF19",
"32","SW25",
"41","RTh27",
"29","RTh27",
"32","HCP12",
"25","RTh26",
"28","HeB10",
"25","RTh25",
"32","HCP10",
"26","HBo10",
"34","SW22",
"33","HCP11",
"39","HCP11",
"28","HeB12",
"25","OlH1",
"26","SW21",
"26","JGr18",
"26","DnD10",
"25","DLR10",
"26","BiA10",
"29","RTh23",
"25","DLR15",
"33","HeB15",
"26","SW28",
"26","JGr15",
"36","IF101",
"26","ELh1",
"36","IF100",
"36","IF103",
"26","RAl1",
"37","IPa10",
"40","IPa10",
"26","GAr60",
"34","GAr60",
"25","IF109",
"34","IF108",
"27","Ird16",
"41","RAl5",
"26","IF106",
"26","DMD35",
"38","RSv10",
"26","FSl10",
"28","Ird10",
"32","Ird10",
"25","JSd10",
"25","HpS10",
"26","SW13",
"32","RTh15",
"32","HCP24",
"32","SW12",
"25","HCP22",
"32","SW10",
"26","Ird14",
"32","Ird12",
"32","SW19",
"26","SW18",
"32","RTh12",
"26","RTh12",
"25","SW17",
"26","RTh11",
"28","HCP28",
"25","ToZ10",
"25","RTh10",
"26","HCP25",
"26","SW15",
"26","HCP26",
"34","FrN3",
"40","JiS10",
"107","JiS10",
"32","JHd10",
"25","FrN2",
"34","FrN5",
"29","Z4910",
"32","HMo10",
"34","FrN4",
"29","Z4911",
"25","FrN9",
"34","FrN8",
"38","RHv10",
"33","DMD25",
"35","FFf10",
"41","FFf10",
"33","RRo5",
"25","JRa10",
"40","JkH20",
"25","JRa12",
"26","RRo1",
"26","JGr30",
"37","RTh40",
"25","ArR10",
"29","Z4917",
"41","RRo9",
"29","Z4914",
"28","RTh42",
"29","RTh42",
"29","Z4915",
"83","RRo8",
"25","POC10",
"29","Z4920",
"32","IF125",
"36","IF120",
"32","GAr80",
"25","DMD10",
"51","ClD10",
"32","GC10",
"25","GC12",
"25","DMD15",
"32","GC11",
"26","GC11",
"26","GdS2",
"36","IF129",
"32","GC14",
"26","GC13",
"25","GdS4",
"37","RTh37",
"25","SW34",
"27","JGr23",
"41","SW33",
"26","RTh35",
"25","SW32",
"25","POC26",
"25","SW31",
"25","POC27",
"27","SW30",
"26","BSc40",
"37","GaM10",
"28","POC29",
"26","GBS90",
"41","RTh30",
"26","POC25",
"25","RHe10",
"40","GRo1",
"25","RTh32",
"41","POC20",
"29","FrP2",
"26","GBS98",
"35","IF112",
"36","IF112",
"40","GRo5",
"33","IrS10",
"26","GBS97",
"32","IF111",
"35","IF111",
"26","GBS96",
"40","GRo7",
"26","GBS95",
"25","IF113",
"26","GBS93",
"36","GBS92",
"26","GBS92",
"42","LMg10",
"25","BSc42",
"32","FGi20",
"34","TMy10",
"27","PeC10",
"26","IF115",
"25","FRi10",
"25","GC27",
"26","GC26",
"35","KuA10",
"25","GC29",
"25","GC28",
"26","MeG51",
"38","BDC8",
"32","RC20",
"26","SET1",
"26","EDF10",
"26","SET8",
"25","McR10",
"26","RMw10",
"34","PHt11",
"26","RC21",
"35","RMw13",
"26","RC22",
"37","PHt13",
"34","PHt13",
"39","PHt13",
"32","GC30",
"32","Z7410",
"40","Z7410",
"40","EDW30",
"25","GC32",
"26","GC31",
"25","GC34",
"28","GC33",
"28","GC36",
"25","GC35",
"25","GC16",
"26","GC15",
"25","GC18",
"28","GC17",
"25","RNi10",
"26","GC19",
"30","RT20",
"35","MeG40",
"35","PHt15",
"40","VeS30",
"25","FrR1",
"25","DH1",
"25","PaJ55",
"37","RC16",
"28","RC16",
"40","EDW26",
"41","DH5",
"25","FrR8",
"34","PHt20",
"32","RC12",
"38","EDW22",
"32","RC13",
"26","RC10",
"28","SDr1",
"32","SDr1",
"41","RT30",
"26","GC21",
"29","GSy30",
"25","GC20",
"32","GC23",
"26","GC22",
"37","RC18",
"25","GC25",
"25","PSt10",
"27","RC19",
"25","GC24",
"25","GC49",
"26","MeG30",
"29","GC48",
"33","FrW14",
"26","GRv10",
"33","FrW10",
"32","PaJ60",
"40","PaJ60",
"45","GRt1",
"28","ClW20",
"25","RBS9",
"33","MBc10",
"26","PSc10",
"25","RBS7",
"38","ShM10",
"25","GC50",
"25","RBS3",
"26","EDW13",
"25","RBS4",
"40","EDW14",
"37","GC52",
"25","GC51",
"29","GSy40",
"26","GC54",
"25","GC53",
"26","EDW10",
"25","IdL20",
"32","JPL10",
"33","FrW18",
"53","ShM15",
"25","DLe10",
"25","GC38",
"25","GC37",
"25","MeG20",
"27","IdL11",
"29","GC39",
"27","IdL10",
"33","FrW22",
"25","VeS10",
"29","WPr10",
"33","RMw15",
"38","VNa10",
"40","VNa10",
"32","FrT5",
"32","FrT7",
"25","ClW10",
"26","PSc12",
"28","DLv10",
"27","DLv10",
"25","PSc20",
"25","FrF15",
"29","GC41",
"26","GC40",
"25","GC43",
"45","CaF10",
"25","GC42",
"65","GC45",
"26","ILy10",
"41","GC44",
"28","GC47",
"32","GC47",
"25","GC46",
"32","JCh15",
"35","JCh15",
"32","JCh13",
"35","JCh13",
"25","RRu7",
"25","RRu5",
"37","NiM5",
"25","FrW1",
"33","FrW30",
"40","FrF26",
"26","JnC1",
"25","FrF22",
"26","SRo20",
"27","BSe10",
"25","McR50",
"32","JCh10",
"35","JCh10",
"27","ARG2",
"25","ARG1",
"25","DL1",
"25","PaJ15",
"32","DL3",
"27","PaJ10",
"26","DL5",
"28","DL4",
"26","PaJ12",
"33","PaJ12",
"28","DL7",
"25","DL6",
"40","FrF28",
"33","DL9",
"34","DL9",
"25","McR40",
"40","FrF35",
"25","ARy50",
"25","RRu3",
"32","FrF30",
"40","FrF30",
"25","GiF10",
"27","BSe20",
"25","REM10",
"40","DBy10",
"25","MCh2",
"26","MCh5",
"32","SuS20",
"27","SuS20",
"25","PaJ26",
"33","FrW50",
"25","PaJ28",
"28","GGC10",
"40","DMy10",
"25","PaJ22",
"25","GGC12",
"25","WiH10",
"139","GGC14",
"40","MyR10",
"28","JLB1",
"25","PaJ18",
"26","SRo40",
"32","FrF45",
"40","FrF45",
"32","JLB7",
"40","OlS3",
"32","FrF40",
"40","FrF40",
"35","MCi1",
"26","MCi2",
"28","SuS25",
"40","JqL10",
"26","H1",
"25","H2",
"35","SRo35",
"27","SRo35",
"26","H3",
"25","H4",
"43","SRo37",
"41","SRo37",
"25","H5",
"25","SRo39",
"26","H7",
"26","H8",
"27","H9",
"26","JnD6",
"45","SRo32",
"25","MCh1",
"32","JCh20",
"35","JCh20",
"32","NML24",
"29","NML24",
"32","NML23",
"32","NML22",
"29","NML21",
"32","NML20",
"26","XaK10",
"28","RbR10",
"32","RbR10",
"45","RRz1",
"28","RbR12",
"26","RbR14",
"25","McR90",
"38","NiR4",
"42","RbR18",
"40","NiR3",
"27","NiR3",
"25","RbR17",
"40","RRz6",
"25","RRz4",
"25","ARy20",
"45","RRz5",
"26","NiR2",
"26","NiR1",
"45","NiR1",
"35","RRz3",
"45","RRz3",
"27","JNs104",
"32","HyA2",
"27","JNs105",
"40","HyA3",
"27","JNs102",
"25","NML10",
"27","JNs103",
"27","JNs100",
"36","MCi3",
"27","JNs101",
"39","NiP5",
"25","OlS9",
"27","JNs108",
"27","JNs109",
"27","JNs106",
"27","JNs107",
"32","BTh13",
"28","GAx1",
"26","RAA10",
"26","BTh15",
"25","ARy15",
"33","WMi25",
"25","ARy10",
"32","BTh10",
"33","WMi22",
"25","McR80",
"25","JBC16",
"25","RVO10",
"32","RUn10",
"25","JBC18",
"25","ARy45",
"25","BCl7",
"41","Atk12",
"26","BCl5",
"33","WMi19",
"30","BCl4",
"30","BCl1",
"25","JBC10",
"36","CH10",
"25","JBC12",
"25","MCm1",
"25","ARy40",
"26","JBC14",
"25","DIr5",
"26","CWr3",
"32","RbR22",
"25","WBz25",
"25","McR60",
"25","ARy30",
"26","SyC5",
"35","JKp18",
"32","MSe18",
"25","DS1",
"35","JKp15",
"26","DS6",
"32","MSe15",
"26","DS5",
"25","WBz10",
"34","DS8",
"51","DS8",
"25","LRF30",
"25","WCl22",
"25","DS9",
"30","WCl28",
"30","WCl29",
"33","GeB3",
"25","PSc32",
"26","MHe15",
"40","PSc30",
"30","WCl31",
"25","LRF25",
"26","MHe10",
"30","WCl30",
"28","WBz13",
"60","WBz13",
"25","JKp10",
"25","JBC30",
"25","WBz15",
"41","LPs10",
"25","WBz17",
"50","xSz10",
"25","WBz19",
"60","JBC27",
"25","FOz1",
"30","WCl19",
"50","ESc10",
"26","PSc39",
"30","WCl14",
"25","WCl12",
"30","WCl17",
"25","PSc35",
"30","WCl18",
"28","JLG4",
"26","JLG4",
"30","WCl15",
"34","JLG1",
"30","WCl16",
"26","JLG8",
"26","PSc41",
"25","WDM20",
"91","BE19",
"25","WCl21",
"91","BE18",
"91","BE17",
"28","JLG9",
"32","BE16",
"25","AlA50",
"91","BE15",
"25","JBC20",
"91","BE14",
"32","MSe10",
"32","BE13",
"34","BE13",
"32","BE12",
"32","BE11",
"25","JBC24",
"32","BE10",
"26","BE10",
"26","ReC4",
"26","ReC5",
"25","AS19",
"25","ReC1",
"90","AS18",
"27","JKp35",
"25","JnT10",
"25","LRF10",
"25","AS14",
"25","AS10",
"41","BnR10",
"26","TYg8",
"35","RSa5",
"27","RSa5",
"25","WDM10",
"32","BE29",
"32","BE28",
"25","TYg2",
"32","BE27",
"29","BE26",
"27","JKp32",
"32","BE25",
"25","JKp33",
"25","Z8720",
"60","BE24",
"34","JBC55",
"26","JKp30",
"32","BE23",
"32","BE22",
"32","BE21",
"25","BE20",
"42","ChJ74",
"25","ASk10",
"32","NML31",
"32","MTh10",
"25","AS29",
"25","AS26",
"60","JcC10",
"25","AS24",
"25","IHm10",
"26","LRF20",
"25","AS25",
"25","AS22",
"25","AS23",
"25","AS20",
"26","ReB8",
"25","AS21",
"29","RMD10",
"60","RMD10",
"34","LRF15",
"42","RWc10",
"26","RWc10",
"32","BE39",
"32","BE38",
"91","BE37",
"32","BE36",
"91","BE35",
"26","GeK10",
"91","BE34",
"25","JKp20",
"28","JnC10",
"91","BE33",
"91","BE32",
"91","BE31",
"91","BE30",
"26","GSc8",
"39","RBa7",
"39","RBa8",
"32","RSh15",
"39","RBa5",
"39","RBa6",
"25","ChJ65",
"39","RBa3",
"41","RSh18",
"39","RBa4",
"32","RBa1",
"60","RBa1",
"39","RBa1",
"27","MiC15",
"25","GeK25",
"39","RBa2",
"35","MtC10",
"35","MiC11",
"41","RSh10",
"27","MRs40",
"32","MRs41",
"25","AS32",
"35","MtC12",
"26","MCs2",
"25","AS30",
"26","MCs3",
"34","W100",
"25","W101",
"25","LB27",
"34","LgC20",
"28","LB26",
"37","LB25",
"25","LB24",
"26","GeK20",
"25","ChJ70",
"26","LB28",
"25","ChJ50",
"37","MRb15",
"26","ToL10",
"25","ChJ55",
"28","MRs32",
"41","MRs32",
"39","JnN9",
"25","ME40",
"25","MRs39",
"40","AlA10",
"26","LB12",
"27","MRs36",
"25","MRs37",
"32","JJm13",
"45","JJm13",
"26","LB14",
"26","GSc2",
"25","LB13",
"26","LgC30",
"29","LgC30",
"26","GSc1",
"37","GSc4",
"26","LB19",
"25","GeK30",
"41","GSc3",
"25","S1",
"26","LB18",
"26","GSc6",
"25","ChJ60",
"41","GSc5",
"25","S3",
"28","ATn11",
"25","ChJ40",
"28","ATn10",
"32","ATn10",
"26","S5",
"26","S6",
"27","GoH10",
"25","S9",
"25","ChJ45",
"26","ATn12",
"26","MRs21",
"25","BTv9",
"25","BTv8",
"25","BTv7",
"25","CGl90",
"26","BTv5",
"25","BTv3",
"25","Z0001",
"25","BTv2",
"28","BMc10",
"32","BMc10",
"25","MiT15",
"25","BTv1",
"25","Z0004",
"25","Z0005",
"35","MRs25",
"25","Z0002",
"25","MaN110",
"25","MRs26",
"25","Z0003",
"25","CGl85",
"32","NIs10",
"32","MSC10",
"34","MRb10",
"34","ChJ30",
"28","JLM2",
"25","ChJ35",
"25","AxD10",
"26","ChJ36",
"26","JLM5",
"28","JLM6",
"26","JLM6",
"25","Z0006",
"28","JLM3",
"25","Z0007",
"26","JLM9",
"32","GAd10",
"26","JLM8",
"28","RSh20",
"32","RSh20",
"26","LB30",
"25","WS40",
"73","WS41",
"73","WS42",
"73","WS43",
"32","LB34",
"40","MRs13",
"32","LB33",
"73","WS45",
"26","TMk10",
"25","ME60",
"25","CGl95",
"61","LB32",
"26","LB32",
"25","LgC10",
"28","EtS10",
"26","EtS10",
"32","TCn10",
"28","FTr10",
"25","ChJ20",
"32","FTr14",
"27","RBe5",
"25","RBe6",
"25","FTr12",
"41","ChJ25",
"36","LeS110",
"25","PMa8",
"25","ELM31",
"35","PMa5",
"25","ELM33",
"42","ELM35",
"36","ELM35",
"53","ShM5",
"43","ShM5",
"35","GAS10",
"38","FkS10",
"25","ChJ10",
"25","DHi10",
"26","ChJ12",
"32","EdS75",
"25","ChJ15",
"25","FTa10",
"32","LeS100",
"32","BeG10",
"25","CGl70",
"25","CGl75",
"32","ELM21",
"25","EdS70",
"29","ELM22",
"36","ELM24",
"25","RBe3",
"30","ELM26",
"36","RBe1",
"30","RBe2",
"32","ELM29",
"27","GoH51",
"27","GoH52",
"26","HeE10",
"27","GoH53",
"37","GoH54",
"32","JSg22",
"40","RHy10",
"25","JSg20",
"27","GoH50",
"32","EdS65",
"26","MCy2",
"33","RSi2",
"35","MCy8",
"27","GSj1",
"43","CGl42",
"26","MCy3",
"32","EdS60",
"27","GSj2",
"26","MCy5",
"43","CGl46",
"43","CGl44",
"37","ELM15",
"42","LNm14",
"26","LNm14",
"34","ELM17",
"43","CGl48",
"32","ELM19",
"26","LNm10",
"41","JSg18",
"36","RSfl0",
"25","GeK1",
"25","JSg12",
"46","AcG10",
"25","JSg10",
"26","MiC25",
"38","MiC20",
"25","LeN12",
"28","RSh5",
"26","GeK5",
"32","FCo20",
"25","LeN10",
"25","JKp8",
"34","MtC15",
"32","EdS50",
"25","CGl55",
"28","GvM7",
"35","WMG10",
"26","WMG10",
"53","MRb43",
"28","GJo10",
"25","JLT2",
"26","LoK30",
"28","DIl10",
"26","TWh62",
"32","FCo10",
"42","JGd10",
"26","ABi20",
"25","HyS7",
"35","RiF52",
"25","CGl25",
"35","RiF53",
"26","RiF53",
"28","AMi15",
"26","AMi15",
"26","SSb10",
"90","JSg35",
"147","SSb12",
"32","AMi19",
"25","JGd15",
"33","REp18",
"37","GeM2",
"34","LoK20",
"37","AMi10",
"32","AMi10",
"25","RiF47",
"25","GeM6",
"28","AMi12",
"32","AMi12",
"35","RiF48",
"35","GeM5",
"27","JRu14",
"45","MCg10",
"28","xdH10",
"25","ABi10",
"27","JRu12",
"25","CGl35",
"25","RiF41",
"26","FDa10",
"25","RiF42",
"28","WRh10",
"60","BZi10",
"138","FDa15",
"41","ErM10",
"33","ErM10",
"35","SIC10",
"40","JFr22",
"25","TWh40",
"29","TWh41",
"29","SvF10",
"25","TVe10",
"25","EMa25",
"28","TWh45",
"32","TWh45",
"25","ICo10",
"26","Z3910",
"26","HoB25",
"25","SG10",
"28","GSn6",
"38","AWw10",
"25","SG15",
"33","ErM20",
"27","IDa10",
"40","JFr10",
"26","RvP1",
"41","ErM25",
"26","SyS2",
"40","JFr12",
"26","SyS1",
"29","TWh50",
"32","EMa10",
"27","IDa17",
"33","RvP9",
"26","IDa19",
"27","IDa14",
"51","IDa14",
"32","EMa15",
"33","RvP6",
"40","JFr15",
"32","CGl10",
"26","TWh60",
"32","TWh25",
"28","BtB29",
"25","KHa10",
"41","SJF17",
"26","SJF17",
"42","RiF18",
"26","RiF18",
"35","SJF19",
"25","JKw7",
"28","BtB25",
"38","RiF13",
"41","RiF15",
"28","MdV14",
"27","TWh20",
"25","TWh24",
"25","SG35",
"28","KSa10",
"32","KSa10",
"25","JR100",
"41","SG33",
"36","MBd10",
"25","JR105",
"32","SG30",
"42","EMr10",
"28","EMr10",
"32","IHu1",
"27","RiF10",
"25","RiF11",
"25","SJF11",
"25","GD10",
"42","EMr13",
"28","EMr13",
"32","ACl10",
"25","GD13",
"41","SG37",
"42","EMr15",
"28","EMr15",
"28","GvM12",
"26","TWh37",
"28","GvM10",
"25","TWh30",
"25","GvS2",
"26","RtW10",
"25","RRe10",
"25","TWh35",
"25","GvS1",
"25","SG25",
"127","GvS4",
"25","GvS5",
"25","SG20",
"26","HKl17",
"28","MdV10",
"39","BPl10",
"28","GvS8",
"36","GvS8",
"25","HoB35",
"28","BtB32",
"25","DKa10",
"35","CkB10",
"25","EBr10",
"27","GeR1",
"34","JKw5",
"26","LoK50",
"28","RiF39",
"40","MBu10",
"35","RiF35",
"26","RiF36",
"25","SG50",
"26","BFo14",
"37","BFo13",
"26","BFo12",
"26","EG3",
"27","HKl23",
"25","SG55",
"35","RD25",
"26","GSi10",
"30","SG54",
"25","EG6",
"25","RD20",
"35","RiF30",
"33","REp10",
"28","BtS10",
"32","BtS10",
"34","FRJ30",
"38","RiF33",
"42","JKz2",
"25","HKl20",
"28","GvM14",
"28","GvM13",
"25","RiF27",
"40","GBo5",
"42","RiF28",
"33","RiF28",
"32","JsS10",
"32","BtB15",
"60","BtB15",
"47","GD19",
"25","SJF23",
"38","RiF24",
"25","BtB13",
"29","RiF25",
"34","RiF25",
"32","TAF10",
"51","TAF10",
"25","RiF26",
"25","ABz10",
"25","BtB19",
"36","MDa5",
"40","RSp8",
"25","JR110",
"25","RD15",
"25","LuD1",
"25","SG45",
"27","IBl15",
"41","SG43",
"25","SG40",
"26","IBl10",
"35","RD10",
"41","RiF20",
"41","SJF20",
"26","RiF21",
"25","SJF21",
"43","RiF22",
"40","SJF22",
"32","HoB50",
"30","HoB50",
"28","HKl30",
"35","RD19",
"26","LuD4",
"25","SG49",
"29","RD18",
"34","IrC54",
"60","MoT10",
"36","IrC56",
"34","IrC55",
"25","NOs12",
"60","MoT12",
"32","SG71",
"30","SG71",
"32","GSt1",
"27","RD41",
"32","GSt3",
"25","SG70",
"32","GSt2",
"29","GSt5",
"28","PhG10 ",
"29","GSt4",
"27","MBb15",
"28","GSt7",
"32","GSt7",
"32","IrC51",
"30","IrC51",
"25","GSt6",
"28","GSt9",
"35","MBb10",
"34","GSt8",
"43","MCC12",
"25","THk10",
"34","RCh10",
"58","Z9955",
"35","RD43",
"28","THk14",
"32","THk14",
"29","THk14",
"40","EMt10",
"38","Z9950",
"60","Z9950",
"32","GeW3",
"32","GeW5",
"28","ARb1",
"25","THk16",
"33","MAp14",
"26","SG60",
"26","RD30",
"32","GSs2",
"28","GSs1",
"32","GSs1",
"25","GSs4",
"25","GSs3",
"38","KaA9",
"32","RD37",
"36","RD37",
"30","SG69",
"26","REn60",
"26","SG66",
"35","RD35",
"25","SG65",
"25","Z9965",
"45","DLD10",
"32","Z8630",
"26","Z9960",
"41","IrC76",
"28","MNe20",
"26","MeF10",
"32","JiC20",
"40","JiC20",
"26","IrC77",
"51","PMo3",
"25","MNe24",
"41","IrC79",
"29","IrC79",
"28","MNe25",
"51","PMo5",
"28","MNe22",
"26","MNe29",
"26","EK1",
"25","MNe26",
"25","RBt1",
"81","EK3",
"26","EK2",
"25","IrC74",
"35","EK5",
"28","IrC73",
"26","EK4",
"41","EK7",
"38","MeW30",
"26","EK6",
"26","EK9",
"25","MMs10",
"26","RBt6",
"29","VM1",
"60","Z7310",
"29","VM4",
"46","Z9970",
"29","VM3",
"28","VM5",
"26","VM8",
"29","VM7",
"25","MNe10",
"28","IrC67",
"25","IrC66",
"41","DMi45",
"32","VM9",
"51","MNe12",
"28","MNe18",
"25","MNe15",
"36","IrC60",
"27","EMo5",
"42","SiO30",
"32","THy6",
"28","AfA10",
"25","Z9985",
"51","PMo1",
"28","LuH8",
"25","Z9980",
"36","DMi35",
"27","MAp45",
"26","MAp47",
"103","WiG15",
"25","YvR15",
"33","MAp41",
"33","DzJ10",
"26","MAp42",
"45","FrV10",
"25","DL10",
"25","YvR16",
"33","MAp43",
"40","DmS1",
"28","DL11",
"34","DL12",
"28","YvR10",
"43","DL13",
"34","DL13",
"36","BuG10",
"25","DL14",
"26","DL15",
"25","IAg10",
"25","DL16",
"28","WiG10",
"29","WiG10",
"32","IrC95",
"25","JMB1",
"38","JMB2",
"27","JPK15",
"25","IAg12",
"29","JMB5",
"25","JMB3",
"25","JMB4",
"25","REn35",
"25","SuA10",
"39","Z9995",
"28","JMB7",
"51","JMB7",
"29","REn30",
"26","JPK10",
"28","REn32",
"41","MAp39",
"25","Z9990",
"29","IrC86",
"29","DMi25",
"40","EDi14",
"25","IrC89",
"32","DMi28",
"35","MAp51",
"34","MAp51",
"33","MAp52",
"35","EDi10",
"26","REn18",
"26","DMi27",
"45","FrV20",
"35","EDi12",
"29","IrC81",
"25","IrC80",
"26","MAp50",
"45","MAp50",
"32","xAb1",
"32","JoD5",
"60","JoD5",
"45","DAf10",
"60","FrE10",
"40","JoD9",
"42","SiO10",
"33","ArD10",
"32","REn20",
"26","DMi32",
"27","DMi30",
"32","JeY10",
"25","MAp24",
"41","MAp25",
"37","NOs35",
"60","NOs35",
"32","DMi15",
"29","DMi15",
"33","MAp21",
"40","EgM12",
"26","REn50",
"36","EgM10",
"25","GFr10",
"26","YvA13",
"50","IKu10",
"32","W25",
"25","DMi20",
"36","REn53",
"25","GFr15",
"41","REn55",
"60","NOs30",
"25","YvA10",
"29","MdC10",
"25","NOs20",
"33","MAp34",
"29","GSy4",
"32","EP1",
"25","DeM20",
"25","SuR10",
"25","GSy5",
"41","BGt10",
"34","GSy7",
"29","GSy9",
"28","DpM13",
"28","AdL6",
"60","AdL6",
"28","DpM10",
"25","REn40",
"29","AdL5",
"26","JoF1",
"34","W30",
"44","BGt13",
"32","JoF5",
"26","JoF5",
"26","REn45",
"29","MdC16",
"25","GFr20",
"26","W38",
"34","DMi10",
"32","MAp27",
"26","MAp29",
"28","ThF11",
"25","JeY35",
"26","FPy1",
"28","JNs210",
"29","ThF15",
"28","DeM10",
"32","ThF17",
"29","ThF17",
"32","FPy8",
"26","FPy8",
"33","RoF30",
"38","InH25",
"33","RKp10",
"26","W40",
"26","W41",
"37","InH20",
"25","GFr30",
"25","HWa1",
"40","GFr35",
"26","DeM17",
"28","BW19",
"32","BW19",
"32","BW18",
"26","CVi16",
"28","BW17",
"32","BW17",
"26","EMu1",
"28","ThF25",
"32","ThF25",
"32","BW16",
"25","GFr40",
"26","BW15",
"28","BW14",
"41","BW13",
"28","BW12",
"32","BW12",
"28","BW11",
"32","BW10",
"26","JeH30",
"25","BSw10",
"26","CVi10",
"25","YoM10",
"33","RoF20",
"38","InH15",
"36","SeC10",
"28","ERr52",
"33","KrK5",
"35","W50",
"28","ERr50",
"50","SCs10",
"36","W55",
"28","Hha5",
"28","ERr55",
"26","HSr10",
"26","W56",
"25","BIG10",
"38","InH18",
"27","PhN10",
"26","BW28",
"25","GFr50",
"41","HHa20",
"27","BW25",
"35","IaS10",
"33","HSa10",
"32","BW21",
"29","BW21",
"27","PhN17",
"29","FJS35",
"32","CWl10",
"27","PhN14",
"27","HFa1",
"26","W60",
"25","BDn9",
"28","ERr40",
"28","BDn7",
"28","ERr45",
"34","W66",
"25","BDn5",
"28","ERr43",
"37","JMd10",
"32","HHa10",
"26","HHa10",
"40","LAl2",
"26","BDn2",
"41","MF15",
"34","HHa12",
"37","HHa13",
"28","ERr47",
"28","HHa15",
"36","HHa16",
"25","LAl4",
"25","EFo10",
"25","HWa5",
"27","PhN22",
"45","PhN20",
"25","HWa9",
"27","HHa31",
"25","GFr60",
"25","MxS5",
"25","MVP5",
"27","FJS29",
"32","BW30",
"36","JeH10",
"26","RnC10",
"26","W70",
"26","ERr30",
"26","W73",
"35","FJS22",
"41","FJS22",
"26","FJS22",
"28","JMG4",
"32","JMG4",
"43","W75",
"28","AAl6",
"26","W74",
"35","W77",
"37","ERr33",
"26","W76",
"69","HHa21",
"26","W78",
"25","HHa22",
"32","JeY30",
"25","JBd10",
"28","ERr37",
"26","HHa27",
"26","HHa28",
"28","RMe12",
"30","RMe12",
"28","JLa10",
"32","JLa10",
"34","FJS16",
"25","BVS3",
"27","FJS18",
"41","FJS13",
"25","DDo15",
"39","NVg10",
"25","W80",
"25","DDo12",
"38","RoW10",
"42","FJS14",
"32","W82",
"30","W82",
"28","ERr20",
"25","DDo10",
"40","RTa5",
"39","DZo10",
"36","W83",
"26","W83",
"37","FJS10",
"36","W85",
"28","ERr22",
"26","SDv10",
"41","HHa32",
"25","HHa33",
"25","HRo10",
"25","ERr25",
"25","LAn1",
"34","HHa38",
"41","HHa39",
"34","HHa50",
"32","MF18",
"25","JMS12",
"35","HHa53",
"26","JoL2",
"32","KeS10",
"25","JoL1",
"29","LuR8",
"25","JoL6",
"25","DDo25",
"25","JoL5",
"28","JoL4",
"45","HGC3",
"26","W90",
"28","JoL3",
"27","HGC2",
"27","HGC5",
"33","DgB10",
"29","JoL9",
"25","JoL8",
"25","Z9925",
"25","JoL7",
"27","HGC6",
"32","DDo20",
"27","DDo20",
"25","ERr12",
"45","RBe12",
"34","W98",
"25","RBe10",
"25","ERr10",
"32","Z9920",
"27","HHa43",
"25","ERr17",
"40","JLr10",
"60","JLr10",
"26","RBe15",
"37","HHa47",
"26","RBe19",
"25","RAs20",
"26","RWs10",
"34","HHa60",
"26","ByB10",
"32","DPa10",
"25","Z9935",
"33","LRg10",
"26","AGi10",
"36","HHa54",
"25","Z9930",
"26","HHa56",
"32","SOe15",
"32","SOe12",
"33","RoF10",
"32","SOe10",
"25","RAs10",
"40","DPr10",
"25","Tki7",
"40","DPr12",
"36","HHa72",
"25","Tki5",
"29","yAn10",
"26","ITo10",
"32","EaK60",
"45","LiH10",
"60","LiH10",
"36","HHa65",
"25","JcS10",
"26","Z8610",
"26","LiY20",
"34","AC20",
"26","BDu2",
"27","ByS10",
"32","RkK15",
"45","RkK10",
"26","xFa10",
"32","EaK51",
"32","EaK50",
"25","IvP27",
"32","BnS10",
"32","LAr4",
"25","LAr3",
"25","LAr2",
"25","LAr8",
"41","MRa10",
"25","LDo10",
"100","IvP20",
"25","LAr5",
"26","AJP15",
"32","IvP24",
"27","BnS15",
"26","LuV1",
"25","BKo10",
"43","LuV2",
"32","LuV3",
"45","JoP2",
"60","IlM5",
"40","BVo10",
"33","ARt1",
"26","CCa10",
"34","DRE10",
"28","CCa13",
"25","JaM10",
"38","ByS17",
"39","ByS17",
"25","IvP10",
"27","ByS15",
"125","PYu10",
"25","IvP15",
"32","BDu4",
"34","xFr10",
"28","BDu3",
"38","JoS1",
"29","KOr1",
"25","JN10",
"26","JN13",
"25","JLo3",
"35","JoS5",
"25","JN14",
"27","JLo4",
"26","JLo4",
"26","GDG1",
"42","JN12",
"32","KOr2",
"25","JLo8",
"26","JN15",
"40","JN16",
"27","IGi10",
"25","JN19",
"32","ARu4",
"45","Z1210",
"40","EaK30",
"25","NJu20",
"26","RGu10",
"25","GTh5",
"32","AaB10",
"26","CCr10",
"60","MGr15",
"27","CCr12",
"60","CCr12",
"41","IvP40",
"60","MGr10",
"40","AlB10",
"45","Z1220",
"26","GMf21",
"28","GMf20",
"25","NJu15",
"37","NJu12",
"28","RHg10",
"35","NJu10",
"45","AJP29",
"26","EOB1",
"26","AJP25",
"28","JN31",
"25","ABW5",
"27","GoG10",
"32","GLt10",
"25","CDu10",
"40","HGL6",
"40","IGi30",
"45","Z1230",
"25","RyT50",
"27","RyT55",
"26","EaK10",
"37","OKa10",
"25","JN20",
"28","JN21",
"27","GLt20",
"60","WLe10",
"28","JLp1",
"26","JN25",
"25","JN22",
"32","WA1",
"29","JN23",
"32","RTh4",
"25","HrJ14",
"40","IGi25",
"32","WA3",
"34","RTh5",
